"short_name","age","height_cm","weight_kg","overall","potential","value_eur","wage_eur","release_clause_eur","club_name","league_name","club_position","nationality_name","preferred_foot","gender","eficiencia_salarial","indice_proyeccion","gap_mercado","general_position","overall_tier"
"A. Dønnum",25,178,78,71,74,2500000,14000,5200000,"Toulouse","Ligue 1","SUB","Norway","Left","Male",0.0050710663524034,0.12,2700000,"Otros","Bajo (<75)"
"B. Manu",26,170,70,71,74,2500000,17000,4700000,"Darmstadt 98","Bundesliga","SUB","Ghana","Right","Male",0.00417622492794542,0.115384615384615,2200000,"Otros","Bajo (<75)"
"L. Maloney",23,188,89,71,74,2300000,15000,4300000,"Heidenheim","Bundesliga","CDM","Germany","Right","Male",0.00473301779881341,0.130434782608696,2e+06,"Centrocampista","Bajo (<75)"
"M. Branderhorst",29,192,87,71,73,1600000,9000,2500000,"FC Utrecht","Eredivisie","SUB","Netherlands","Right","Male",0.00788801244306188,0.0689655172413793,9e+05,"Otros","Bajo (<75)"
"S. Scuffet",27,193,77,71,73,1700000,12000,3200000,"Cagliari","Serie A","SUB","Italy","Right","Male",0.00591617365219565,0.0740740740740741,1500000,"Otros","Bajo (<75)"
"G. Lloris",27,191,87,71,73,2e+06,11000,4200000,"Le Havre","Ligue 1","LCB","France","Left","Male",0.00645395873102445,0.0740740740740741,2200000,"Defensa","Bajo (<75)"
"B. Tetteh",25,193,91,71,73,2400000,13000,5000000,"Metz","Ligue 1","ST","Ghana","Right","Male",0.00546111837550958,0.08,2600000,"Delantero","Bajo (<75)"
"Bernardo",28,186,76,71,73,1900000,15000,3600000,"VfL Bochum 1848","Bundesliga","SUB","Brazil","Left","Male",0.00473301779881341,0.0714285714285714,1700000,"Otros","Bajo (<75)"
"R. Gumny",25,182,71,71,73,2200000,15000,4100000,"FC Augsburg","Bundesliga","SUB","Poland","Right","Male",0.00473301779881341,0.08,1900000,"Otros","Bajo (<75)"
"K. Bonifazi",27,187,85,71,73,2e+06,18000,3800000,"Bologna","Serie A","SUB","Italy","Right","Male",0.00394422532081551,0.0740740740740741,1800000,"Otros","Bajo (<75)"
"D. Bronn",28,185,77,71,73,1900000,19000,3600000,"Salernitana","Serie A","SUB","Tunisia","Right","Male",0.0037366454397137,0.0714285714285714,1700000,"Otros","Bajo (<75)"
"E. Cabaco",28,185,84,71,73,1900000,6000,4100000,"Estoril","Liga Portugal","SUB","Uruguay","Right","Male",0.01183136143976,0.0714285714285714,2200000,"Otros","Bajo (<75)"
"Tiago Sá",28,185,78,71,73,1600000,8000,3300000,"Sporting Braga","Liga Portugal","SUB","Portugal","Right","Male",0.00887389076365454,0.0714285714285714,1700000,"Otros","Bajo (<75)"
"A. Gomis",29,196,80,71,72,1400000,20000,NA,"Lorient","Ligue 1","SUB","Senegal","Right","Male",0.00354982250887456,0.0344827586206897,NA,"Otros","Bajo (<75)"
"S. Horvath",26,168,60,71,72,2200000,15000,3500000,"LASK Linz","Bundesliga","RCM","Austria","Right","Male",0.00473301779881341,0.0384615384615385,1300000,"Centrocampista","Bajo (<75)"
"J. Sambia",26,185,73,71,72,2e+06,18000,3800000,"Salernitana","Serie A","SUB","France","Right","Male",0.00394422532081551,0.0384615384615385,1800000,"Otros","Bajo (<75)"
"V. Sierro",27,187,79,71,72,2100000,15000,4400000,"Toulouse","Ligue 1","LDM","Switzerland","Right","Male",0.00473301779881341,0.037037037037037,2300000,"Otros","Bajo (<75)"
"J. Föhrenbach",27,184,81,71,72,2e+06,17000,3800000,"Heidenheim","Bundesliga","LB","Germany","Left","Male",0.00417622492794542,0.037037037037037,1800000,"Defensa","Bajo (<75)"
"A. Hrustić",26,180,78,71,72,2200000,17000,4100000,"Hellas Verona","Serie A","SUB","Australia","Left","Male",0.00417622492794542,0.0384615384615385,1900000,"Otros","Bajo (<75)"
"O. Kiteishvili",27,173,65,71,72,2200000,12000,3500000,"Sturm Graz","Bundesliga","CAM","Georgia","Right","Male",0.00591617365219565,0.037037037037037,1300000,"Centrocampista","Bajo (<75)"
"Kirian",27,180,73,71,72,2100000,13000,4800000,"Las Palmas","La Liga","CDM","Spain","Right","Male",0.00546111837550958,0.037037037037037,2700000,"Centrocampista","Bajo (<75)"
"João Correia",26,175,62,71,72,2e+06,6000,4400000,"Chaves","Liga Portugal","RB","Cape Verde Islands","Right","Male",0.01183136143976,0.0384615384615385,2400000,"Defensa","Bajo (<75)"
"M. Al Tamari",26,176,66,71,72,2200000,15000,4600000,"Montpellier","Ligue 1","SUB","Jordan","Left","Male",0.00473301779881341,0.0384615384615385,2400000,"Otros","Bajo (<75)"
"Rúben Fernandes",37,187,81,71,71,325000,5000,666000,"Gil Vicente","Liga Portugal","LCB","Portugal","Left","Male",0.0141971605678864,0,341000,"Defensa","Bajo (<75)"
"A. Mirante",39,193,79,71,71,210000,14000,357000,"Milan","Serie A","SUB","Italy","Right","Male",0.0050710663524034,0,147000,"Otros","Bajo (<75)"
"D. Padelli",37,191,82,71,71,210000,5000,378000,"Udinese","Serie A","SUB","Italy","Left","Male",0.0141971605678864,0,168000,"Otros","Bajo (<75)"
"N. Viola",33,180,77,71,71,1200000,16000,2200000,"Cagliari","Serie A","RES","Italy","Left","Male",0.0044372226735829,0,1e+06,"Otros","Bajo (<75)"
"F. Fazio",36,195,85,71,71,325000,13000,585000,"Salernitana","Serie A","SUB","Argentina","Right","Male",0.00546111837550958,0,260000,"Otros","Bajo (<75)"
"Raúl Fernández",35,195,92,71,71,210000,6000,462000,"Granada","La Liga","GK","Spain","Right","Male",0.01183136143976,0,252000,"Portero","Bajo (<75)"
"V. Sasso",32,190,85,71,71,1200000,9000,2500000,"Boavista","Liga Portugal","RCB","France","Right","Male",0.00788801244306188,0,1300000,"Defensa","Bajo (<75)"
"J. Steele",32,188,79,71,71,925000,31000,1800000,"Brighton & Hove Albion","Premier League","GK","England","Right","Male",0.00229024870165479,0,875000,"Portero","Bajo (<75)"
"Miguel Lopes",36,183,83,71,71,325000,5000,666000,"Estrela Amadora","Liga Portugal","CB","Portugal","Right","Male",0.0141971605678864,0,341000,"Defensa","Bajo (<75)"
"J. Fleck",31,170,72,71,71,1500000,22000,3000000,"Sheffield United","Premier League","RES","Scotland","Left","Male",0.00322712603972547,0,1500000,"Otros","Bajo (<75)"
"E. Berisha",34,194,92,71,71,325000,6000,585000,"Empoli","Serie A","GK","Albania","Left","Male",0.01183136143976,0,260000,"Portero","Bajo (<75)"
"C. Kabasele",32,187,84,71,71,1200000,10000,2200000,"Udinese","Serie A","SUB","Belgium","Right","Male",0.0070992900709929,0,1e+06,"Otros","Bajo (<75)"
"T. Jantschke",33,177,76,71,71,9e+05,16000,1500000,"Borussia Mönchengladbach","Bundesliga","RES","Germany","Right","Male",0.0044372226735829,0,6e+05,"Otros","Bajo (<75)"
"David Simão",33,183,74,71,71,1200000,6000,2500000,"Arouca","Liga Portugal","LDM","Portugal","Left","Male",0.01183136143976,0,1300000,"Otros","Bajo (<75)"
"Juanpe",32,190,80,71,71,1200000,15000,2500000,"Girona","La Liga","SUB","Spain","Right","Male",0.00473301779881341,0,1300000,"Otros","Bajo (<75)"
"M. Đurić",33,198,94,71,71,1200000,18000,2200000,"Hellas Verona","Serie A","ST","Bosnia and Herzegovina","Right","Male",0.00394422532081551,0,1e+06,"Delantero","Bajo (<75)"
"D. Pröpper",31,185,79,71,71,1500000,9000,2200000,"Vitesse","Eredivisie","SUB","Netherlands","Right","Male",0.00788801244306188,0,7e+05,"Otros","Bajo (<75)"
"S. Şahin-Radlinger",30,196,94,71,71,1200000,8000,NA,"Almere City","Eredivisie","SUB","Austria","Right","Male",0.00887389076365454,0,NA,"Otros","Bajo (<75)"
"O. Özyakup",30,180,73,71,71,1800000,10000,2600000,"Fortuna Sittard","Eredivisie","SUB","Turkey","Right","Male",0.0070992900709929,0,8e+05,"Otros","Bajo (<75)"
"P. Herrmann",32,179,71,71,71,1500000,17000,2600000,"Borussia Mönchengladbach","Bundesliga","SUB","Germany","Right","Male",0.00417622492794542,0,1100000,"Otros","Bajo (<75)"
"T. Kempe",34,184,77,71,71,875000,15000,1600000,"Darmstadt 98","Bundesliga","SUB","Germany","Right","Male",0.00473301779881341,0,725000,"Otros","Bajo (<75)"
"Vitolo",33,185,79,71,71,1200000,28000,2500000,"Atlético Madrid","La Liga","RES","Spain","Right","Male",0.00253562372772401,0,1300000,"Otros","Bajo (<75)"
"G. Baldock",30,175,67,71,71,1600000,20000,3200000,"Sheffield United","Premier League","RWB","Greece","Right","Male",0.00354982250887456,0,1600000,"Defensa","Bajo (<75)"
"L. Tonelli",33,183,75,71,71,9e+05,7000,1600000,"Empoli","Serie A","RES","Italy","Right","Male",0.0101414083702328,0,7e+05,"Otros","Bajo (<75)"
"J. Clark",29,176,73,71,71,1800000,29000,3600000,"Luton Town","Premier League","SUB","England","Right","Male",0.00244819144167443,0,1800000,"Otros","Bajo (<75)"
"Abdón Prats",30,181,81,71,71,1800000,17000,3800000,"Mallorca","La Liga","SUB","Spain","Left","Male",0.00417622492794542,0,2e+06,"Otros","Bajo (<75)"
"B. Sarr",31,178,71,71,71,1400000,28000,2300000,"FC Bayern München","Bundesliga","SUB","Senegal","Right","Male",0.00253562372772401,0,9e+05,"Otros","Bajo (<75)"
"M. Seuntjens",31,187,81,71,71,1600000,12000,2400000,"FC Utrecht","Eredivisie","LM","Netherlands","Right","Male",0.00591617365219565,0,8e+05,"Centrocampista","Bajo (<75)"
"Álvaro Lemos",30,175,78,71,71,1600000,12000,3500000,"Las Palmas","La Liga","SUB","Spain","Right","Male",0.00591617365219565,0,1900000,"Otros","Bajo (<75)"
"H. Toffolo",27,183,71,71,71,1800000,32000,3400000,"Nottingham Forest","Premier League","RES","England","Left","Male",0.00221868066622918,0,1600000,"Otros","Bajo (<75)"
"D. Heintz",29,188,89,71,71,1600000,16000,2900000,"FC Köln","Bundesliga","SUB","Germany","Left","Male",0.0044372226735829,0,1300000,"Otros","Bajo (<75)"
"A. Bell",29,180,76,71,71,1600000,27000,3200000,"Luton Town","Premier League","LCB","Jamaica","Left","Male",0.00262953223954668,0,1600000,"Defensa","Bajo (<75)"
"P. Mpanzu",29,175,74,71,71,1800000,29000,3600000,"Luton Town","Premier League","SUB","Congo DR","Right","Male",0.00244819144167443,0,1800000,"Otros","Bajo (<75)"
"D. Siovas",34,191,83,71,71,6e+05,9000,870000,"Fortuna Sittard","Eredivisie","LCB","Greece","Left","Male",0.00788801244306188,0,270000,"Defensa","Bajo (<75)"
"B. Osborn",28,176,75,71,71,1700000,21000,3400000,"Sheffield United","Premier League","SUB","England","Left","Male",0.00338079139088615,0,1700000,"Otros","Bajo (<75)"
"Cassiano",34,184,80,71,71,9e+05,7000,1900000,"Estoril","Liga Portugal","ST","Brazil","Right","Male",0.0101414083702328,0,1e+06,"Delantero","Bajo (<75)"
"João Pedro",30,177,69,71,71,1800000,6000,3800000,"Chaves","Liga Portugal","LCM","Portugal","Right","Male",0.01183136143976,0,2e+06,"Centrocampista","Bajo (<75)"
"E. Goldaniga",29,188,79,71,71,1600000,15000,2900000,"Cagliari","Serie A","SUB","Italy","Right","Male",0.00473301779881341,0,1300000,"Otros","Bajo (<75)"
"F. Bredlow",28,190,89,71,71,1300000,12000,2300000,"VfB Stuttgart","Bundesliga","SUB","Germany","Left","Male",0.00591617365219565,0,1e+06,"Otros","Bajo (<75)"
"T. Goiginger",30,181,69,71,71,1800000,15000,2700000,"LASK Linz","Bundesliga","SUB","Austria","Right","Male",0.00473301779881341,0,9e+05,"Otros","Bajo (<75)"
"M. Bani",29,188,81,71,71,1600000,15000,2900000,"Genoa","Serie A","RCB","Italy","Right","Male",0.00473301779881341,0,1300000,"Defensa","Bajo (<75)"
"K. Ehizibue",28,189,78,71,71,1700000,11000,3100000,"Udinese","Serie A","SUB","Nigeria","Right","Male",0.00645395873102445,0,1400000,"Otros","Bajo (<75)"
"M. Coco",27,184,78,71,71,2e+06,15000,4000000,"Nantes","Ligue 1","SUB","France","Right","Male",0.00473301779881341,0,2e+06,"Otros","Bajo (<75)"
"C. Borja",30,180,73,71,71,1600000,9000,3200000,"Sporting Braga","Liga Portugal","SUB","Colombia","Left","Male",0.00788801244306188,0,1600000,"Otros","Bajo (<75)"
"T. Skarke",26,181,79,71,71,2e+06,20000,NA,"Darmstadt 98","Bundesliga","SUB","Germany","Right","Male",0.00354982250887456,0,NA,"Otros","Bajo (<75)"
"J. Cádiz",27,190,76,71,71,2e+06,7000,4200000,"Famalicão","Liga Portugal","ST","Venezuela","Right","Male",0.0101414083702328,0,2200000,"Delantero","Bajo (<75)"
"Jorge Carvallinho",27,189,80,71,71,1700000,10000,3200000,"América Mineiro","Serie A","SUB","Brazil","Left","Male",0.0070992900709929,0,1500000,"Otros","Bajo (<75)"
"Alex das Freitas",23,172,76,71,71,1900000,9000,3600000,"América Mineiro","Serie A","CDM","Brazil","Right","Male",0.00788801244306188,0,1700000,"Centrocampista","Bajo (<75)"
"Antonaldo Vaz",23,174,71,71,71,2e+06,17000,3600000,"Palmeiras","Serie A","SUB","Brazil","Left","Male",0.00417622492794542,0,1600000,"Otros","Bajo (<75)"
"Clayton Fildeiras",27,172,69,71,71,2e+06,9000,3800000,"Goiás","Serie A","CAM","Brazil","Right","Male",0.00788801244306188,0,1800000,"Centrocampista","Bajo (<75)"
"Carleto Costinha",31,175,69,71,71,1600000,15000,3000000,"Fluminense","Serie A","RM","Brazil","Right","Male",0.00473301779881341,0,1400000,"Centrocampista","Bajo (<75)"
"Mauro Riboas",31,176,75,71,71,1600000,11000,3000000,"Bragantino","Serie A","RM","Brazil","Right","Male",0.00645395873102445,0,1400000,"Centrocampista","Bajo (<75)"
"Thiago Alminxa",31,182,71,71,71,1600000,12000,3000000,"Bragantino","Serie A","SUB","Brazil","Right","Male",0.00591617365219565,0,1400000,"Otros","Bajo (<75)"
"Ailton Cardenhas",23,193,84,71,71,1600000,10000,3000000,"Santos","Serie A","SUB","Brazil","Right","Male",0.0070992900709929,0,1400000,"Otros","Bajo (<75)"
"Eminho Moringa",35,190,84,71,71,5e+05,12000,950000,"Corinthians","Serie A","LCB","Brazil","Left","Male",0.00591617365219565,0,450000,"Defensa","Bajo (<75)"
"Wagner Orsinho",23,176,69,71,71,2e+06,12000,3800000,"Fluminense","Serie A","SUB","Brazil","Left","Male",0.00591617365219565,0,1800000,"Otros","Bajo (<75)"
"Luisinho Conradi",23,174,78,71,71,2e+06,7000,3800000,"Fortaleza","Serie A","LB","Brazil","Left","Male",0.0101414083702328,0,1800000,"Defensa","Bajo (<75)"
"Germano Monico",35,168,72,71,71,750000,13000,1400000,"Corinthians","Serie A","LCM","Brazil","Right","Male",0.00546111837550958,0,650000,"Centrocampista","Bajo (<75)"
"Diogo Parrela",27,185,81,71,71,1800000,15000,3400000,"Internacional","Serie A","SUB","Brazil","Right","Male",0.00473301779881341,0,1600000,"Otros","Bajo (<75)"
"Bernardo Motinho",31,179,74,71,71,1400000,9000,2700000,"Fortaleza","Serie A","RB","Brazil","Right","Male",0.00788801244306188,0,1300000,"Defensa","Bajo (<75)"
"Eltson Marques",31,188,88,71,71,1300000,15000,2500000,"Internacional","Serie A","SUB","Brazil","Right","Male",0.00473301779881341,0,1200000,"Otros","Bajo (<75)"
"Allison Sireo",23,194,85,71,71,1900000,7000,3600000,"Goiás","Serie A","LCB","Brazil","Right","Male",0.0101414083702328,0,1700000,"Defensa","Bajo (<75)"
"Vanderleiton",23,180,77,71,71,1900000,13000,3600000,"Santos","Serie A","LCB","Brazil","Right","Male",0.00546111837550958,0,1700000,"Defensa","Bajo (<75)"
"Lourival Dinisco",23,188,85,71,71,1900000,7000,3600000,"Fortaleza","Serie A","SUB","Brazil","Right","Male",0.0101414083702328,0,1700000,"Otros","Bajo (<75)"
"Dinei Peixo",27,167,66,71,71,2e+06,19000,3800000,"Corinthians","Serie A","SUB","Brazil","Right","Male",0.0037366454397137,0,1800000,"Otros","Bajo (<75)"
"Pedrildo Rocha",31,174,74,71,71,1600000,19000,3000000,"Corinthians","Serie A","LM","Brazil","Left","Male",0.0037366454397137,0,1400000,"Centrocampista","Bajo (<75)"
"Jessé Ledeiro",23,174,73,71,71,2200000,10000,4200000,"Bragantino","Serie A","CAM","Brazil","Right","Male",0.0070992900709929,0,2e+06,"Centrocampista","Bajo (<75)"
"Raphael Paneira",23,184,78,71,71,2200000,13000,4200000,"Botafogo","Serie A","RM","Brazil","Right","Male",0.00546111837550958,0,2e+06,"Centrocampista","Bajo (<75)"
"Adrián Burnabão",27,176,73,71,71,2e+06,11000,3800000,"América Mineiro","Serie A","SUB","Brazil","Right","Male",0.00645395873102445,0,1800000,"Otros","Bajo (<75)"
"Gus Outomouro",27,175,73,71,71,2e+06,18000,3800000,"Internacional","Serie A","SUB","Brazil","Right","Male",0.00394422532081551,0,1800000,"Otros","Bajo (<75)"
"Paulão Junqueiras",23,193,96,71,71,2200000,14000,4200000,"Botafogo","Serie A","ST","Brazil","Right","Male",0.0050710663524034,0,2e+06,"Delantero","Bajo (<75)"
"Rafanilton Vilela",35,180,71,71,71,8e+05,18000,1500000,"São Paulo","Serie A","SUB","Brazil","Right","Male",0.00394422532081551,0,7e+05,"Otros","Bajo (<75)"
"Nathael Silbeira",27,188,83,71,71,1400000,11000,2700000,"Botafogo","Serie A","SUB","Brazil","Right","Male",0.00645395873102445,0,1300000,"Otros","Bajo (<75)"
"Eduardo Fonseira",23,191,87,71,71,1600000,11000,3000000,"Corinthians","Serie A","SUB","Brazil","Right","Male",0.00645395873102445,0,1400000,"Otros","Bajo (<75)"
"Rômulo Calsede",23,181,78,71,71,2200000,21000,4200000,"São Paulo","Serie A","SUB","Brazil","Left","Male",0.00338079139088615,0,2e+06,"Otros","Bajo (<75)"
"M. Rog",27,180,73,71,71,2e+06,16000,3600000,"Cagliari","Serie A","RES","Croatia","Right","Male",0.0044372226735829,0,1600000,"Otros","Bajo (<75)"
"Marc Cardona",27,183,70,71,71,2e+06,14000,4400000,"Las Palmas","La Liga","SUB","Spain","Right","Male",0.0050710663524034,0,2400000,"Otros","Bajo (<75)"
"A. Bamba",29,177,74,71,71,1800000,16000,3600000,"Nantes","Ligue 1","SUB","France","Right","Male",0.0044372226735829,0,1800000,"Otros","Bajo (<75)"
"G. González",28,173,73,71,71,1700000,15000,3600000,"Mallorca","La Liga","RCB","Uruguay","Right","Male",0.00473301779881341,0,1900000,"Defensa","Bajo (<75)"
"Alex Suárez",30,180,72,71,71,1600000,12000,3500000,"Las Palmas","La Liga","RCB","Spain","Right","Male",0.00591617365219565,0,1900000,"Defensa","Bajo (<75)"
"Tiago Esgaio",27,175,72,71,71,1800000,9000,NA,"Arouca","Liga Portugal","RB","Portugal","Right","Male",0.00788801244306188,0,NA,"Defensa","Bajo (<75)"
"G. Restes",18,186,82,70,87,3600000,1000,9500000,"Toulouse","Ligue 1","GK","France","Left","Male",0.0699300699300699,0.944444444444444,5900000,"Portero","Bajo (<75)"
"Carlos Forbs",19,169,58,70,86,4100000,6000,8300000,"Ajax","Eredivisie","SUB","Portugal","Left","Male",0.0116647225462423,0.842105263157895,4200000,"Otros","Bajo (<75)"
"K. Kozłowski",19,182,68,70,85,3800000,21000,NA,"Vitesse","Eredivisie","CAM","Poland","Right","Male",0.00333317461073282,0.789473684210526,NA,"Centrocampista","Bajo (<75)"
"Pablo Torre",20,173,63,70,85,3800000,41000,NA,"Girona","La Liga","SUB","Spain","Right","Male",0.00170727543230653,0.75,NA,"Otros","Bajo (<75)"
"A. Sylla",20,188,80,70,84,3600000,9000,9500000,"Strasbourg","Ligue 1","LCB","Côte d'Ivoire","Left","Male",0.00777691367625819,0.7,5900000,"Defensa","Bajo (<75)"
"B. Tahirović",20,191,77,70,84,3600000,6000,7300000,"Ajax","Eredivisie","CDM","Bosnia and Herzegovina","Right","Male",0.0116647225462423,0.7,3700000,"Centrocampista","Bajo (<75)"
"M. Prati",19,185,75,70,84,3600000,7000,8700000,"Cagliari","Serie A","SUB","Italy","Right","Male",0.00999857163262391,0.736842105263158,5100000,"Otros","Bajo (<75)"
"Andrey Santos",19,176,64,70,84,3800000,25000,NA,"Nottingham Forest","Premier League","RES","Brazil","Right","Male",0.00279988800447982,0.736842105263158,NA,"Otros","Bajo (<75)"
"I. Doukouré",19,183,80,70,83,3500000,6000,9200000,"Strasbourg","Ligue 1","RCM","France","Right","Male",0.0116647225462423,0.684210526315789,5700000,"Centrocampista","Bajo (<75)"
"R. Drăgușin",21,191,80,70,83,3700000,9000,9000000,"Genoa","Serie A","LCB","Romania","Right","Male",0.00777691367625819,0.619047619047619,5300000,"Defensa","Bajo (<75)"
"H. Haraldsson",20,180,73,70,83,3900000,14000,9800000,"Lille","Ligue 1","LM","Iceland","Right","Male",0.00499964288265124,0.65,5900000,"Centrocampista","Bajo (<75)"
"Tomás Araújo",21,186,83,70,83,3700000,5000,9700000,"Benfica","Liga Portugal","SUB","Portugal","Right","Male",0.013997200559888,0.619047619047619,6e+06,"Otros","Bajo (<75)"
"Javi Guerra",20,187,77,70,83,3800000,13000,10400000,"Valencia","La Liga","SUB","Spain","Right","Male",0.00538420121529113,0.65,6600000,"Otros","Bajo (<75)"
"L. Stergiou",21,180,75,70,82,3700000,5000,NA,"VfB Stuttgart","Bundesliga","SUB","Switzerland","Right","Male",0.013997200559888,0.571428571428571,NA,"Otros","Bajo (<75)"
"J. Enciso",19,174,64,70,82,3800000,21000,8000000,"Brighton & Hove Albion","Premier League","SUB","Paraguay","Right","Male",0.00333317461073282,0.631578947368421,4200000,"Otros","Bajo (<75)"
"I. Touré",20,206,98,70,82,3600000,9000,7900000,"Lorient","Ligue 1","RES","France","Left","Male",0.00777691367625819,0.6,4300000,"Otros","Bajo (<75)"
"Arnau Tenas",22,185,85,70,82,3400000,21000,7000000,"Paris Saint Germain","Ligue 1","RES","Spain","Right","Male",0.00333317461073282,0.545454545454545,3600000,"Otros","Bajo (<75)"
"A. Ramsey",20,181,73,70,82,3800000,18000,8400000,"Burnley","Premier League","RES","England","Right","Male",0.00388867285150825,0.6,4600000,"Otros","Bajo (<75)"
"Álvaro Fernández",20,186,65,70,82,3700000,31000,NA,"Granada","La Liga","SUB","Spain","Left","Male",0.00225799167768782,0.6,NA,"Otros","Bajo (<75)"
